ACCELERATION,BRAKE,STEERING,SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17,TRACK_EDGE_18
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
1.0,0.0,-1.6378514771737686e-05,-2.676426748246666,-0.02741635873377903,-0.07885251609318099,0.011808418365326917,0.006778548044710105,0.005183165005635126,-0.0017486080680978356,-0.028453727509488585,-0.010171218587946089,0.012869215037077775,-0.011615124828096214,0.18668216426222908,2.974762607044898,-0.15794661891695547,-0.10629471062966564,-0.11798853008528744,-0.05266301648099655,-0.014849422665206204,-0.02577150649452096,-0.033064369490279855,-0.037381951945665626,-0.03937668524395516
